age,task_category,difficulty,points,past_completion_rate,current_streak,total_tasks_assigned,day_of_week,time_of_day,performance_level,streak_x_completion,age_x_difficulty,points_x_completion,success
7,4,1,85,0.33,30,4,5,0,3,9.9,7,28.05,1
12,2,2,85,0.66,30,44,4,5,6,19.8,24,56.1,1
15,7,2,45,0.09,13,70,0,13,0,1.17,30,4.05,0
14,1,2,100,0.88,12,15,1,15,8,10.56,28,88.0,1
11,6,0,5,0.56,16,18,6,0,5,8.96,0,2.8000000000000003,1
8,9,0,75,0.06,24,23,3,6,0,1.44,0,4.5,1
15,4,1,45,0.22,25,77,3,20,2,5.5,15,9.9,1
15,2,2,45,0.33,16,88,6,15,3,5.28,30,14.850000000000001,0
6,2,0,50,0.81,29,85,1,9,8,23.490000000000002,0,40.5,1
7,5,0,70,0.6,18,12,1,7,6,10.799999999999999,0,42.0,1
12,5,0,5,0.18,29,35,4,14,1,5.22,0,0.8999999999999999,1
11,0,0,100,0.38,24,58,0,4,3,9.120000000000001,0,38.0,1
17,4,0,65,0.32,27,98,5,9,3,8.64,0,20.8,1
5,5,1,40,0.7,13,33,4,2,7,9.1,5,28.0,1
16,8,1,60,0.78,8,87,0,7,7,6.24,16,46.800000000000004,1
11,4,2,90,0.15,11,92,4,14,1,1.65,22,13.5,0
12,3,2,60,0.28,22,52,3,4,2,6.16,24,16.8,0
8,2,0,70,0.04,12,60,4,19,0,0.48,0,2.8000000000000003,1
13,6,1,95,0.07,11,75,2,18,0,0.77,13,6.65,0
12,2,0,10,0.95,5,78,4,12,9,4.75,0,9.5,1
7,2,1,95,0.62,0,50,3,12,6,0.0,7,58.9,1
6,7,2,95,0.41,6,45,3,19,4,2.46,12,38.949999999999996,0
14,9,2,25,0.59,23,78,6,23,5,13.569999999999999,28,14.75,1
13,3,0,55,0.75,23,62,6,12,7,17.25,0,41.25,1
13,8,1,80,0.45,5,48,6,13,4,2.25,13,36.0,1
5,4,0,40,0.25,5,7,4,8,2,1.25,0,10.0,1
14,3,0,55,0.2,16,96,1,19,2,3.2,0,11.0,1
6,2,0,65,0.01,0,9,2,9,0,0.0,0,0.65,0
5,7,1,25,0.84,23,96,0,9,8,19.32,5,21.0,1
16,3,0,50,0.73,18,10,1,9,7,13.14,0,36.5,1
6,0,0,85,0.81,15,42,1,20,8,12.15,0,68.85000000000001,1
13,7,0,10,0.59,17,56,5,10,5,10.03,0,5.8999999999999995,1
15,6,1,30,0.74,21,90,1,9,7,15.54,15,22.2,1
5,5,2,25,0.06,5,30,2,7,0,0.3,10,1.5,0
5,9,1,70,0.43,30,14,4,8,4,12.9,5,30.099999999999998,1
13,9,1,25,0.92,18,100,4,1,9,16.560000000000002,13,23.0,1
15,5,1,90,0.13,0,11,3,21,1,0.0,15,11.700000000000001,0
10,3,2,5,0.45,13,53,0,16,4,5.8500000000000005,20,2.25,0
11,9,1,80,0.15,24,84,5,20,1,3.5999999999999996,11,12.0,1
17,4,0,50,0.25,30,40,3,8,2,7.5,0,12.5,1
6,2,1,40,0.96,21,25,3,21,9,20.16,6,38.4,1
14,5,1,20,0.01,15,63,3,6,0,0.15,14,0.2,0
15,2,0,80,0.99,11,8,1,13,9,10.89,0,79.2,1
6,9,2,30,0.97,4,89,2,19,9,3.88,12,29.099999999999998,1
16,9,2,15,0.59,16,62,1,6,5,9.44,32,8.85,1
12,0,0,50,0.73,25,38,6,9,7,18.25,0,36.5,1
9,7,1,90,0.61,24,35,3,13,6,14.64,9,54.9,1
5,7,2,90,0.42,4,100,1,10,4,1.68,10,37.8,0
6,0,2,80,0.41,2,100,6,19,4,0.82,12,32.8,0
6,7,2,10,0.98,22,72,6,11,9,21.56,12,9.8,1
6,7,2,40,0.96,5,69,4,11,9,4.8,12,38.4,1
6,4,1,65,0.19,8,5,4,2,1,1.52,6,12.35,0
13,5,2,5,0.34,17,95,0,23,3,5.78,26,1.7000000000000002,0
16,1,1,75,0.26,22,80,3,21,2,5.720000000000001,16,19.5,1
10,3,2,20,0.92,1,83,3,15,9,0.92,20,18.400000000000002,1
5,0,1,5,0.59,28,2,5,9,5,16.52,5,2.9499999999999997,1
10,4,0,90,0.28,0,98,1,19,2,0.0,0,25.200000000000003,1
17,8,0,30,0.08,17,4,5,6,0,1.36,0,2.4,1
14,6,1,30,0.77,23,94,0,7,7,17.71,14,23.1,1
13,5,2,90,0.4,30,36,5,22,4,12.0,26,36.0,1
16,0,2,75,0.53,0,20,3,10,5,0.0,32,39.75,1
7,9,2,55,0.09,28,49,2,22,0,2.52,14,4.95,0
11,9,0,35,0.72,10,93,3,4,7,7.199999999999999,0,25.2,1
8,0,0,100,0.99,9,34,6,0,9,8.91,0,99.0,1
13,8,0,70,0.49,16,93,4,17,4,7.84,0,34.3,1
12,0,2,30,0.04,21,92,0,19,0,0.84,24,1.2,0
16,9,0,90,0.84,26,89,5,9,8,21.84,0,75.6,1
8,1,0,35,0.68,29,19,6,12,6,19.720000000000002,0,23.8,1
11,1,0,55,0.54,17,44,4,1,5,9.18,0,29.700000000000003,1
10,2,1,40,0.19,3,15,4,20,1,0.5700000000000001,10,7.6,0
11,0,1,75,0.8,21,21,1,0,8,16.8,11,60.0,1
10,3,2,80,0.68,15,62,2,11,6,10.200000000000001,20,54.400000000000006,1
16,4,1,80,0.73,30,8,6,17,7,21.9,16,58.4,1
15,2,2,35,0.08,24,9,2,12,0,1.92,30,2.8000000000000003,0
16,1,2,95,0.34,7,74,2,13,3,2.3800000000000003,32,32.300000000000004,0
12,6,1,25,0.87,5,32,2,22,8,4.35,12,21.75,1
17,9,1,5,0.36,0,18,5,12,3,0.0,17,1.7999999999999998,1
6,8,1,5,0.13,15,72,3,0,1,1.9500000000000002,6,0.65,0
8,6,2,65,0.05,29,7,3,7,0,1.4500000000000002,16,3.25,0
5,6,1,40,0.43,0,48,0,4,4,0.0,5,17.2,0
15,1,2,70,0.27,0,80,4,18,2,0.0,30,18.900000000000002,0
6,0,0,95,0.04,3,22,0,23,0,0.12,0,3.8000000000000003,0
8,0,0,60,0.14,19,34,2,5,1,2.66,0,8.4,1
16,3,1,60,0.57,22,77,2,7,5,12.54,16,34.199999999999996,1
6,9,2,30,0.97,1,7,4,22,9,0.97,12,29.099999999999998,1
13,6,0,25,0.86,14,45,6,15,8,12.04,0,21.5,1
9,5,1,45,0.98,18,18,0,10,9,17.64,9,44.1,1
9,8,2,50,0.69,29,43,1,16,6,20.009999999999998,18,34.5,1
6,1,2,5,0.63,3,92,4,19,6,1.8900000000000001,12,3.15,1
15,5,2,35,0.28,26,37,6,10,2,7.280000000000001,30,9.8,1
11,2,0,100,0.79,11,20,0,15,7,8.690000000000001,0,79.0,1
14,7,0,55,0.7,12,2,1,13,7,8.399999999999999,0,38.5,1
6,6,0,50,0.54,0,58,0,9,5,0.0,0,27.0,1
12,2,1,65,0.02,6,46,6,2,0,0.12,12,1.3,0
10,8,1,5,0.07,30,26,5,0,0,2.1,10,0.35000000000000003,0
6,7,0,15,0.42,25,13,2,13,4,10.5,0,6.3,1
5,5,2,75,0.57,11,17,1,8,5,6.27,10,42.74999999999999,1
8,3,2,55,0.31,18,34,0,22,3,5.58,16,17.05,0
11,4,2,60,0.21,21,41,5,14,2,4.41,22,12.6,0
14,0,1,75,0.12,29,95,0,20,1,3.48,14,9.0,1
13,9,2,65,0.43,23,39,6,22,4,9.89,26,27.95,1
11,9,0,70,0.33,28,16,4,7,3,9.24,0,23.1,1
8,5,2,100,0.49,20,86,4,14,4,9.8,16,49.0,1
11,8,0,60,0.69,1,99,1,7,6,0.69,0,41.4,1
16,7,1,15,0.54,7,1,6,20,5,3.7800000000000002,16,8.100000000000001,1
6,9,0,30,0.03,11,56,3,7,0,0.32999999999999996,0,0.8999999999999999,1
7,9,2,80,0.21,21,18,1,18,2,4.41,14,16.8,0
11,4,1,10,0.19,17,18,2,7,1,3.23,11,1.9,0
17,2,1,75,0.38,27,76,5,5,3,10.26,17,28.5,1
9,2,1,80,0.92,19,91,1,7,9,17.48,9,73.60000000000001,1
16,8,1,25,0.05,7,88,1,0,0,0.35000000000000003,16,1.25,0
14,1,1,5,0.07,19,25,1,5,0,1.33,14,0.35000000000000003,0
13,4,1,25,0.21,9,64,5,2,2,1.89,13,5.25,0
13,2,2,5,0.8,15,43,6,10,8,12.0,26,4.0,1
6,5,1,55,0.13,12,8,3,10,1,1.56,6,7.15,0
11,9,2,100,0.62,6,71,1,3,6,3.7199999999999998,22,62.0,1
5,0,2,65,0.79,7,28,5,4,7,5.53,10,51.35,1
7,6,2,25,0.91,15,58,3,14,9,13.65,14,22.75,1
8,3,0,70,0.89,16,90,0,12,8,14.24,0,62.300000000000004,1
11,4,2,80,0.03,25,57,0,6,0,0.75,22,2.4,0
13,5,0,40,0.38,1,43,4,10,3,0.38,0,15.2,1
7,9,2,50,0.14,9,11,5,1,1,1.2600000000000002,14,7.000000000000001,0
15,7,2,50,0.73,4,64,2,0,7,2.92,30,36.5,1
15,6,1,60,0.51,13,59,3,4,5,6.63,15,30.6,1
10,9,0,70,0.83,0,6,1,22,8,0.0,0,58.099999999999994,1
11,3,2,60,0.63,25,52,6,8,6,15.75,22,37.8,1
11,1,1,95,0.45,10,77,3,20,4,4.5,11,42.75,1
14,3,0,85,0.93,18,90,6,18,9,16.740000000000002,0,79.05,1
15,7,2,95,0.84,22,36,6,19,8,18.48,30,79.8,1
17,1,1,100,0.91,16,55,0,18,9,14.56,17,91.0,1
16,9,1,55,0.01,9,77,5,21,0,0.09,16,0.55,0
8,2,1,70,0.3,4,17,5,7,3,1.2,8,21.0,0
9,6,0,25,0.1,22,71,4,22,1,2.2,0,2.5,1
13,1,2,20,0.33,9,72,2,7,3,2.97,26,6.6000000000000005,0
9,0,0,15,0.18,14,56,5,22,1,2.52,0,2.6999999999999997,1
7,2,0,95,0.97,22,39,3,9,9,21.34,0,92.14999999999999,1
7,2,1,65,0.72,23,65,5,15,7,16.56,7,46.8,1
6,8,2,85,0.14,30,17,1,14,1,4.2,12,11.9,0
13,8,2,80,0.06,21,70,6,9,0,1.26,26,4.8,0
6,6,2,10,0.38,2,94,1,22,3,0.76,12,3.8,0
16,4,2,60,0.4,14,96,4,19,4,5.6000000000000005,32,24.0,1
13,4,1,5,0.75,10,66,3,21,7,7.5,13,3.75,1
12,9,1,95,0.78,12,25,5,17,7,9.36,12,74.10000000000001,1
8,0,2,75,0.15,12,16,0,17,1,1.7999999999999998,16,11.25,0
5,9,0,70,0.08,12,17,0,3,0,0.96,0,5.6000000000000005,1
10,5,2,75,0.68,13,36,2,15,6,8.84,20,51.00000000000001,1
15,8,1,55,0.33,24,46,3,11,3,7.92,15,18.150000000000002,1
6,2,1,80,0.43,0,1,0,12,4,0.0,6,34.4,1
10,8,1,85,0.86,9,88,0,11,8,7.74,10,73.1,1
6,6,1,60,0.26,3,20,1,8,2,0.78,6,15.600000000000001,0
9,4,0,85,0.59,15,38,0,4,5,8.85,0,50.15,1
17,3,0,85,0.41,17,55,0,16,4,6.97,0,34.85,1
17,3,1,80,0.87,23,9,3,0,8,20.01,17,69.6,1
8,6,0,10,0.88,9,35,1,6,8,7.92,0,8.8,1
13,6,0,30,0.05,22,43,5,1,0,1.1,0,1.5,1
13,9,2,90,0.22,19,100,6,8,2,4.18,26,19.8,0
8,4,2,95,0.01,24,56,5,2,0,0.24,16,0.9500000000000001,0
14,7,2,80,0.87,29,74,3,4,8,25.23,28,69.6,1
9,5,0,90,0.27,6,47,3,19,2,1.62,0,24.3,1
9,8,0,50,0.32,1,60,1,11,3,0.32,0,16.0,1
17,6,2,80,0.3,16,2,4,10,3,4.8,34,24.0,0
12,3,2,45,0.68,28,44,4,20,6,19.040000000000003,24,30.6,1
17,8,0,25,0.66,13,1,1,22,6,8.58,0,16.5,1
14,4,1,25,0.65,25,6,6,7,6,16.25,14,16.25,1
6,5,2,100,0.97,4,43,4,8,9,3.88,12,97.0,1
14,0,1,35,0.84,4,6,1,3,8,3.36,14,29.4,1
14,7,2,75,0.47,17,56,3,11,4,7.989999999999999,28,35.25,1
14,5,0,50,0.07,28,55,5,8,0,1.9600000000000002,0,3.5000000000000004,1
15,8,2,30,0.2,16,67,6,23,2,3.2,30,6.0,0
7,9,1,85,0.87,22,66,6,8,8,19.14,7,73.95,1
6,9,1,30,0.24,24,29,1,13,2,5.76,6,7.199999999999999,1
15,5,2,90,0.38,19,97,2,5,3,7.22,30,34.2,1
12,6,1,50,0.93,6,13,6,14,9,5.58,12,46.5,1
8,0,1,65,0.18,18,28,5,20,1,3.2399999999999998,8,11.7,0
15,1,1,15,0.98,16,98,0,14,9,15.68,15,14.7,1
13,8,0,50,0.78,28,49,6,11,7,21.84,0,39.0,1
10,9,1,70,0.62,18,3,3,4,6,11.16,10,43.4,1
8,2,1,25,0.22,15,16,3,19,2,3.3,8,5.5,0
13,9,0,25,0.88,7,61,5,18,8,6.16,0,22.0,1
5,0,2,70,0.32,8,92,4,20,3,2.56,10,22.400000000000002,0
15,7,0,90,0.28,14,58,4,10,2,3.9200000000000004,0,25.200000000000003,1
16,4,0,75,0.42,10,41,1,18,4,4.2,0,31.5,1
13,1,2,90,0.62,1,58,5,6,6,0.62,26,55.8,1
12,8,0,60,0.58,10,64,4,1,5,5.8,0,34.8,1
13,9,1,60,0.51,19,98,5,20,5,9.69,13,30.6,1
11,2,1,90,0.21,8,71,4,14,2,1.68,11,18.9,1
13,0,0,5,0.69,12,11,1,7,6,8.28,0,3.4499999999999997,1
14,6,2,20,0.18,29,81,6,21,1,5.22,28,3.5999999999999996,0
14,0,2,55,0.74,17,70,0,4,7,12.58,28,40.7,1
14,8,2,65,0.85,25,98,0,16,8,21.25,28,55.25,1
17,2,0,80,0.01,12,50,5,19,0,0.12,0,0.8,1
5,1,0,75,0.59,7,62,6,4,5,4.13,0,44.25,1
14,8,0,65,0.55,28,30,1,8,5,15.400000000000002,0,35.75,1
16,8,2,70,0.66,19,59,0,7,6,12.540000000000001,32,46.2,1
16,5,0,70,0.49,14,66,4,13,4,6.859999999999999,0,34.3,1
13,3,0,55,0.35,14,2,6,15,3,4.8999999999999995,0,19.25,1
12,3,2,20,0.77,26,85,1,3,7,20.02,24,15.4,1
10,5,1,10,0.68,24,41,3,21,6,16.32,10,6.800000000000001,1
5,5,0,15,0.52,19,78,5,23,5,9.88,0,7.800000000000001,1
8,8,1,45,0.26,9,48,4,17,2,2.34,8,11.700000000000001,1
6,4,0,50,0.89,30,7,5,22,8,26.7,0,44.5,1
6,2,0,55,0.85,6,52,4,14,8,5.1,0,46.75,1
6,5,2,65,0.82,24,69,4,2,8,19.68,12,53.3,1
16,0,2,75,0.88,14,80,3,17,8,12.32,32,66.0,1
5,2,0,50,0.8,20,35,2,13,8,16.0,0,40.0,1
13,4,1,70,0.98,18,38,0,7,9,17.64,13,68.6,1
17,6,2,70,0.95,26,3,0,13,9,24.7,34,66.5,1
8,2,2,55,0.48,24,64,4,21,4,11.52,16,26.4,1
8,1,1,95,0.94,11,58,5,5,9,10.34,8,89.3,1
14,2,2,75,0.23,16,51,4,23,2,3.68,28,17.25,0
8,0,0,95,0.83,10,72,2,22,8,8.299999999999999,0,78.85,1
15,4,2,30,1.0,7,30,1,9,9,7.0,30,30.0,1
6,6,2,60,0.07,11,81,5,8,0,0.77,12,4.2,0
13,3,2,70,0.8,0,60,1,9,8,0.0,26,56.0,1
9,6,1,45,0.39,23,16,2,23,3,8.97,9,17.55,1
15,9,1,90,0.28,2,81,3,8,2,0.56,15,25.200000000000003,1
16,9,0,70,0.06,0,44,0,5,0,0.0,0,4.2,1
7,1,2,20,0.4,17,10,5,9,4,6.800000000000001,14,8.0,0
6,3,1,45,0.67,12,90,0,22,6,8.040000000000001,6,30.150000000000002,1
14,4,2,35,0.69,25,58,2,0,6,17.25,28,24.15,1
16,2,2,25,0.54,9,86,5,7,5,4.86,32,13.5,1
8,0,0,70,0.96,20,45,5,0,9,19.2,0,67.2,1
14,9,1,30,0.12,28,25,3,12,1,3.36,14,3.5999999999999996,1
6,9,2,65,0.99,13,56,0,0,9,12.87,12,64.35,1
7,5,2,65,0.92,8,23,6,1,9,7.36,14,59.800000000000004,1
7,2,0,40,0.27,18,70,0,2,2,4.86,0,10.8,1
8,7,1,90,0.22,13,63,2,19,2,2.86,8,19.8,0
6,7,1,100,0.07,4,82,2,8,0,0.28,6,7.000000000000001,0
11,1,1,50,0.03,5,28,1,11,0,0.15,11,1.5,0
6,7,1,65,0.91,13,40,1,12,9,11.83,6,59.15,1
5,1,2,65,0.25,24,17,3,6,2,6.0,10,16.25,0
6,9,2,60,0.74,20,49,4,20,7,14.8,12,44.4,1
10,5,2,30,0.64,15,88,3,12,6,9.6,20,19.2,1
9,1,1,100,0.04,6,71,2,0,0,0.24,9,4.0,0
7,5,1,15,0.73,6,35,6,9,7,4.38,7,10.95,1
15,4,2,65,0.48,5,69,4,7,4,2.4,30,31.2,1
14,0,1,80,0.76,30,30,0,8,7,22.8,14,60.8,1
10,4,1,15,0.37,15,38,4,6,3,5.55,10,5.55,1
7,5,0,20,0.26,25,76,3,16,2,6.5,0,5.2,1
13,7,2,55,0.21,4,89,0,9,2,0.84,26,11.549999999999999,0
5,9,1,50,0.24,15,84,3,13,2,3.5999999999999996,5,12.0,0
6,8,0,10,0.7,25,48,4,1,7,17.5,0,7.0,1
5,1,2,90,0.48,7,11,2,6,4,3.36,10,43.199999999999996,0
14,1,1,15,0.94,8,30,3,15,9,7.52,14,14.1,1
13,6,0,20,0.95,0,63,6,17,9,0.0,0,19.0,1
6,8,1,20,0.05,21,52,5,16,0,1.05,6,1.0,0
10,6,1,25,0.33,14,7,3,20,3,4.62,10,8.25,0
5,2,1,95,0.66,7,93,0,11,6,4.62,5,62.7,1
9,2,2,35,0.01,1,7,1,6,0,0.01,18,0.35000000000000003,0
5,2,2,70,0.87,20,89,2,22,8,17.4,10,60.9,1
5,5,0,30,0.29,3,13,2,4,2,0.8699999999999999,0,8.7,1
5,6,1,80,0.04,10,10,2,10,0,0.4,5,3.2,0
16,9,2,25,0.02,27,52,3,7,0,0.54,32,0.5,0
8,8,0,25,0.14,4,36,0,1,1,0.56,0,3.5000000000000004,0
8,9,0,30,0.66,1,48,3,4,6,0.66,0,19.8,1
15,0,0,100,0.76,27,10,0,6,7,20.52,0,76.0,1
9,8,1,35,0.22,3,25,1,20,2,0.66,9,7.7,0
7,5,0,85,0.38,3,28,1,7,3,1.1400000000000001,0,32.3,1
16,9,1,55,0.83,13,87,2,10,8,10.79,16,45.65,1
7,3,1,30,0.5,9,99,6,9,5,4.5,7,15.0,1
14,7,1,5,0.17,18,66,3,13,1,3.06,14,0.8500000000000001,1
7,0,2,95,0.95,7,56,6,14,9,6.6499999999999995,14,90.25,1
15,7,2,40,0.28,18,71,5,20,2,5.040000000000001,30,11.200000000000001,1
14,7,0,60,0.4,24,12,2,22,4,9.600000000000001,0,24.0,1
7,6,1,60,0.81,18,9,2,15,8,14.580000000000002,7,48.6,1
17,6,0,60,0.79,27,82,4,1,7,21.330000000000002,0,47.400000000000006,1
14,6,1,50,0.11,15,48,1,7,1,1.65,14,5.5,1
14,5,0,50,0.88,24,35,6,12,8,21.12,0,44.0,1
11,5,2,40,0.34,17,75,5,22,3,5.78,22,13.600000000000001,0
16,6,0,95,0.55,10,96,1,4,5,5.5,0,52.25000000000001,1
9,3,2,65,0.49,18,20,2,3,4,8.82,18,31.849999999999998,1
6,2,2,75,0.86,22,54,1,23,8,18.919999999999998,12,64.5,1
15,8,0,55,0.27,30,85,2,13,2,8.100000000000001,0,14.850000000000001,1
13,5,2,70,0.25,18,4,3,3,2,4.5,26,17.5,0
11,8,0,50,0.57,18,82,1,19,5,10.26,0,28.499999999999996,1
14,8,2,15,0.42,11,29,5,16,4,4.62,28,6.3,0
6,1,1,85,0.66,22,60,0,0,6,14.520000000000001,6,56.1,1
8,0,1,35,0.47,12,8,3,22,4,5.64,8,16.45,1
7,0,0,45,0.54,13,62,4,22,5,7.0200000000000005,0,24.3,1
5,8,0,65,0.73,18,27,0,4,7,13.14,0,47.449999999999996,1
6,4,1,35,0.59,9,99,3,12,5,5.31,6,20.65,1
7,5,2,45,0.84,23,75,6,20,8,19.32,14,37.8,1
7,6,2,50,0.34,12,27,6,6,3,4.08,14,17.0,0
14,1,1,25,0.75,18,76,5,9,7,13.5,14,18.75,1
5,3,1,95,0.26,27,86,0,21,2,7.0200000000000005,5,24.7,1
6,2,2,70,0.7,12,92,2,18,7,8.399999999999999,12,49.0,1
12,1,2,70,0.45,21,4,3,21,4,9.450000000000001,24,31.5,0
8,3,1,40,0.6,1,14,3,3,6,0.6,8,24.0,1
7,5,2,5,0.11,24,92,1,18,1,2.64,14,0.55,0
14,4,2,95,0.03,24,11,1,7,0,0.72,28,2.85,0
8,4,1,35,0.48,21,54,6,15,4,10.08,8,16.8,1
15,3,2,45,0.53,3,37,0,18,5,1.59,30,23.85,0
16,4,0,10,0.96,27,56,3,19,9,25.919999999999998,0,9.6,1
8,0,0,45,0.91,2,14,3,0,9,1.82,0,40.95,1
9,9,2,95,0.66,2,99,0,1,6,1.32,18,62.7,1
9,2,0,25,0.53,26,54,6,13,5,13.780000000000001,0,13.25,1
6,6,2,10,0.75,2,80,4,1,7,1.5,12,7.5,1
8,4,0,20,0.95,24,26,2,16,9,22.799999999999997,0,19.0,1
16,5,1,90,0.26,4,8,1,10,2,1.04,16,23.400000000000002,1
8,1,1,10,0.7,18,86,0,15,7,12.6,8,7.0,1
14,1,0,90,0.38,2,42,6,15,3,0.76,0,34.2,1
6,1,1,20,0.2,4,91,0,18,2,0.8,6,4.0,0
15,4,0,25,0.3,14,86,6,0,3,4.2,0,7.5,1
7,8,2,15,0.29,3,17,6,17,2,0.8699999999999999,14,4.35,0
12,4,1,25,0.91,29,90,0,19,9,26.39,12,22.75,1
8,6,1,85,0.37,12,38,6,13,3,4.4399999999999995,8,31.45,1
8,9,0,40,0.55,30,11,0,20,5,16.5,0,22.0,1
12,4,2,20,0.66,12,16,6,18,6,7.92,24,13.200000000000001,1
9,2,0,25,0.12,9,7,0,22,1,1.08,0,3.0,1
10,3,1,10,0.41,21,56,5,5,4,8.61,10,4.1,1
11,1,1,90,0.25,11,44,1,10,2,2.75,11,22.5,1
15,7,2,50,0.89,0,18,5,11,8,0.0,30,44.5,1
9,7,2,15,0.93,14,75,4,19,9,13.020000000000001,18,13.950000000000001,1
16,9,1,85,0.53,29,46,3,12,5,15.370000000000001,16,45.050000000000004,1
14,4,2,95,0.98,19,29,0,0,9,18.62,28,93.1,1
10,1,2,55,0.43,11,85,3,6,4,4.7299999999999995,20,23.65,1
17,8,1,25,0.85,5,58,5,23,8,4.25,17,21.25,1
6,7,0,65,0.4,24,84,2,12,4,9.600000000000001,0,26.0,1
10,0,1,65,0.87,15,3,5,1,8,13.05,10,56.55,1
6,4,2,45,0.11,7,1,6,12,1,0.77,12,4.95,0
13,6,0,45,0.04,22,66,3,3,0,0.88,0,1.8,1
5,0,2,70,0.41,19,8,5,8,4,7.789999999999999,10,28.7,0
17,1,1,25,0.54,0,61,3,5,5,0.0,17,13.5,1
8,8,2,20,0.12,27,85,1,4,1,3.2399999999999998,16,2.4,0
8,2,2,25,0.18,17,20,2,0,1,3.06,16,4.5,0
13,4,1,55,0.87,16,25,2,19,8,13.92,13,47.85,1
14,9,1,10,0.0,2,5,5,17,0,0.0,14,0.0,0
9,7,2,20,0.23,28,14,5,3,2,6.44,18,4.6000000000000005,0
8,5,2,5,0.83,30,100,2,6,8,24.9,16,4.1499999999999995,1
10,7,0,30,0.77,16,76,1,0,7,12.32,0,23.1,1
17,6,1,20,0.64,29,86,2,15,6,18.56,17,12.8,1
13,0,2,75,0.52,0,17,4,0,5,0.0,26,39.0,0
5,4,0,100,0.29,27,92,2,7,2,7.829999999999999,0,28.999999999999996,1
9,1,2,55,0.87,4,98,4,3,8,3.48,18,47.85,1
15,4,1,80,0.56,25,59,2,23,5,14.000000000000002,15,44.800000000000004,1
15,2,2,10,0.18,20,66,5,17,1,3.5999999999999996,30,1.7999999999999998,0
14,3,0,65,0.22,11,64,4,20,2,2.42,0,14.3,1
16,0,2,40,0.46,18,99,0,21,4,8.280000000000001,32,18.400000000000002,1
7,1,0,100,0.73,22,57,2,7,7,16.06,0,73.0,1
16,6,2,95,0.01,26,43,4,10,0,0.26,32,0.9500000000000001,0
10,7,1,95,0.57,22,99,0,17,5,12.54,10,54.15,1
17,4,0,95,0.89,0,54,4,13,8,0.0,0,84.55,1
14,0,2,50,0.36,4,67,4,17,3,1.44,28,18.0,0
11,0,1,15,0.73,12,43,3,14,7,8.76,11,10.95,1
8,3,1,45,0.37,28,6,0,12,3,10.36,8,16.65,1
10,2,1,70,0.09,7,54,5,17,0,0.63,10,6.3,0
6,4,2,90,0.06,11,29,5,0,0,0.6599999999999999,12,5.3999999999999995,0
13,4,0,80,0.72,19,79,1,20,7,13.68,0,57.599999999999994,1
14,6,1,45,0.3,24,64,6,5,3,7.199999999999999,14,13.5,1
10,0,2,50,0.68,7,96,1,8,6,4.760000000000001,20,34.0,1
7,3,1,85,0.0,1,36,0,14,0,0.0,7,0.0,0
16,2,1,20,0.72,10,32,6,12,7,7.199999999999999,16,14.399999999999999,1
14,1,1,90,0.34,14,37,6,18,3,4.760000000000001,14,30.6,1
5,6,0,80,0.56,12,2,1,8,5,6.720000000000001,0,44.800000000000004,1
7,5,1,10,0.24,24,28,1,21,2,5.76,7,2.4,1
17,5,2,100,0.29,5,29,6,2,2,1.45,34,28.999999999999996,0
10,8,0,85,0.39,1,36,0,4,3,0.39,0,33.15,1
14,6,1,30,0.9,22,80,4,2,9,19.8,14,27.0,1
12,2,0,80,0.3,5,77,1,4,3,1.5,0,24.0,1
5,4,0,70,0.46,29,99,1,3,4,13.34,0,32.2,1
10,3,2,30,0.9,12,78,1,15,9,10.8,20,27.0,1
5,6,0,25,0.82,24,5,1,3,8,19.68,0,20.5,1
8,9,0,85,0.05,17,100,6,11,0,0.8500000000000001,0,4.25,1
5,2,0,10,0.42,21,75,0,3,4,8.82,0,4.2,1
14,3,2,40,0.21,19,29,3,19,2,3.9899999999999998,28,8.4,0
12,1,2,10,0.0,20,3,1,22,0,0.0,24,0.0,0
14,5,1,20,0.38,5,44,3,22,3,1.9,14,7.6,1
16,4,2,80,0.06,23,48,2,19,0,1.38,32,4.8,0
9,0,2,75,0.58,19,19,1,0,5,11.02,18,43.5,1
9,5,2,35,0.14,7,11,3,20,1,0.9800000000000001,18,4.9,0
15,7,1,90,0.77,9,43,3,9,7,6.93,15,69.3,1
12,4,0,75,0.01,23,16,4,9,0,0.23,0,0.75,1
17,5,0,100,0.7,3,11,5,14,7,2.0999999999999996,0,70.0,1
12,6,1,70,0.34,11,23,5,15,3,3.74,12,23.8,1
15,6,0,25,0.03,18,21,4,2,0,0.54,0,0.75,1
16,5,1,90,0.05,21,10,6,23,0,1.05,16,4.5,0
7,2,0,15,0.68,12,62,5,17,6,8.16,0,10.200000000000001,1
15,7,0,65,0.63,15,81,3,6,6,9.45,0,40.95,1
10,3,0,25,0.2,15,16,4,11,2,3.0,0,5.0,1
14,2,0,25,0.38,20,67,5,9,3,7.6,0,9.5,1
15,8,1,70,0.22,15,11,0,9,2,3.3,15,15.4,1
7,9,1,35,0.02,0,96,1,14,0,0.0,7,0.7000000000000001,0
10,3,2,90,0.56,22,20,6,7,5,12.32,20,50.400000000000006,1
16,1,0,25,0.26,11,77,5,20,2,2.8600000000000003,0,6.5,1
13,6,1,100,0.21,15,97,4,22,2,3.15,13,21.0,1
9,1,1,90,0.2,21,64,3,10,2,4.2,9,18.0,1
14,1,1,35,0.92,4,6,0,3,9,3.68,14,32.2,1
